N,P,K,temperature,humidity,ph,rainfall,season,district,soil_type,crop_price,water_availability,crop
110,34,163,20.67,59.34,6.45,298.23,Rabi,Bokaro,Loamy,1500,Low,millet
68,43,181,36.84,62.3,4.92,34.12,Kharif,Jamshedpur,Loamy,1800,Medium,rice
28,32,205,30.26,74.75,8.29,250.61,Kharif,Ranchi,Sandy,2200,Medium,groundnut
26,47,166,17.95,34.38,5.95,223.94,Rabi,Jamshedpur,Loamy,1900,Low,lentil
127,30,44,31.18,43.42,5.05,257.61,Rabi,Jamshedpur,Loamy,1900,Low,lentil
1,67,126,23.53,55.35,4.84,124.28,Rabi,Jamshedpur,Sandy,1600,Medium,barley
62,43,197,33.84,49.52,5.41,244.5,Rabi,Jamshedpur,Loamy,1500,Low,millet
117,137,179,24.04,22.08,5.08,22.79,Rabi,Hazaribagh,Sandy,1600,Medium,barley
21,91,85,25.04,74.07,6.24,130.11,Rabi,Ranchi,Sandy,2000,Low,wheat
14,138,80,25.48,82.0,7.3,264.59,Kharif,Bokaro,Clayey,1700,High,maize
2,76,140,30.26,30.28,6.12,200.29,Rabi,Hazaribagh,Loamy,1500,Low,millet
113,93,205,31.22,74.28,8.02,43.6,Rabi,Hazaribagh,Loamy,2100,Low,chickpea
99,37,138,39.8,39.87,4.87,174.5,Rabi,Hazaribagh,Loamy,1500,Low,millet
40,10,12,37.26,57.8,5.53,253.02,Rabi,Bokaro,Loamy,1500,Low,millet
129,33,192,16.5,46.11,7.01,119.25,Rabi,Ranchi,Sandy,1600,Medium,barley
114,81,151,33.42,51.72,8.43,245.51,Rabi,Hazaribagh,Sandy,2000,Low,wheat
136,64,94,22.48,66.68,7.76,180.37,Rabi,Dhanbad,Loamy,2100,Low,chickpea
133,68,31,23.2,60.77,7.79,121.15,Rabi,Ranchi,Sandy,1600,Medium,barley
108,110,25,17.31,49.74,5.02,80.14,Kharif,Ranchi,Clayey,1700,High,maize
134,108,155,28.97,74.52,7.99,183.61,Rabi,Jamshedpur,Loamy,1500,Low,millet
125,111,46,18.61,28.9,7.34,56.23,Kharif,Hazaribagh,Sandy,2200,Medium,groundnut
30,59,121,26.83,72.25,8.28,123.41,Rabi,Ranchi,Loamy,1900,Low,lentil
104,33,35,24.24,40.27,6.59,52.97,Rabi,Bokaro,Loamy,2100,Low,chickpea
77,80,129,15.7,30.0,7.64,138.09,Rabi,Bokaro,Loamy,1500,Low,millet
55,51,194,27.22,28.56,5.89,263.72,Zaid,Jamshedpur,Clayey,3000,High,sugarcane
79,120,91,34.53,53.27,7.38,189.6,Kharif,Dhanbad,Sandy,2200,Medium,groundnut
117,120,175,26.23,80.64,5.8,243.95,Rabi,Hazaribagh,Loamy,1900,Low,lentil
99,64,106,23.47,23.21,7.18,144.07,Rabi,Bokaro,Sandy,1600,Medium,barley
42,11,151,30.75,74.01,5.74,200.64,Rabi,Hazaribagh,Sandy,2000,Low,wheat
49,143,152,33.94,87.01,6.59,230.16,Rabi,Hazaribagh,Sandy,2000,Low,wheat
30,141,51,39.06,39.25,5.32,252.31,Kharif,Hazaribagh,Loamy,1800,Medium,rice
21,141,160,23.01,61.22,6.47,281.48,Kharif,Bokaro,Sandy,2200,Medium,groundnut
46,111,11,36.49,42.22,5.53,52.1,Rabi,Ranchi,Sandy,1600,Medium,barley
43,78,41,19.57,73.78,5.12,286.61,Rabi,Dhanbad,Loamy,1900,Low,lentil
83,51,11,32.83,40.86,4.89,59.89,Kharif,Bokaro,Loamy,1800,Medium,rice
96,35,18,20.06,72.65,6.84,158.03,Zaid,Hazaribagh,Clayey,3000,High,sugarcane
29,73,20,22.96,58.72,4.76,28.09,Rabi,Dhanbad,Sandy,1600,Medium,barley
68,30,68,34.07,65.61,5.0,179.11,Kharif,Jamshedpur,Loamy,1800,Medium,rice
128,57,205,39.2,46.13,8.44,238.97,Rabi,Hazaribagh,Sandy,2000,Low,wheat
115,15,5,35.32,87.28,6.98,202.86,Rabi,Dhanbad,Sandy,1600,Medium,barley
15,128,74,29.95,78.76,6.02,118.4,Kharif,Dhanbad,Loamy,1800,Medium,rice
130,77,16,19.04,57.39,4.78,45.12,Rabi,Ranchi,Loamy,2100,Low,chickpea
71,115,58,30.26,87.02,5.77,210.99,Kharif,Bokaro,Clayey,1700,High,maize
115,74,67,31.56,42.51,5.34,288.52,Zaid,Bokaro,Clayey,3000,High,sugarcane
34,5,160,26.91,83.1,7.19,135.69,Kharif,Jamshedpur,Loamy,1800,Medium,rice
137,25,171,31.28,57.71,8.07,248.5,Rabi,Jamshedpur,Sandy,1600,Medium,barley
90,101,158,23.95,32.4,7.57,215.17,Rabi,Ranchi,Sandy,2000,Low,wheat
118,99,54,26.11,35.51,4.58,98.72,Rabi,Bokaro,Sandy,2000,Low,wheat
23,82,188,20.53,88.61,8.37,30.3,Kharif,Jamshedpur,Sandy,3500,Low,cotton
53,6,55,39.61,64.69,4.94,97.66,Rabi,Hazaribagh,Loamy,2100,Low,chickpea
43,54,173,33.47,67.05,6.91,69.15,Kharif,Hazaribagh,Sandy,2200,Medium,groundnut
16,37,71,38.34,79.88,8.02,224.09,Kharif,Bokaro,Clayey,1700,High,maize
5,141,162,21.32,59.21,6.32,282.61,Kharif,Ranchi,Sandy,3500,Low,cotton
110,109,75,18.04,56.28,6.48,164.83,Rabi,Ranchi,Loamy,1500,Low,millet
12,76,112,28.31,42.14,6.07,113.72,Kharif,Hazaribagh,Sandy,3500,Low,cotton
57,113,24,37.92,33.78,5.82,37.6,Kharif,Ranchi,Loamy,1800,Medium,rice
122,115,11,29.81,63.84,5.84,90.11,Kharif,Ranchi,Loamy,1800,Medium,rice
61,92,18,35.54,56.38,5.45,40.42,Kharif,Hazaribagh,Sandy,2200,Medium,groundnut
112,29,165,26.16,28.74,8.4,276.68,Rabi,Jamshedpur,Loamy,2100,Low,chickpea
16,37,20,37.98,50.93,5.71,195.33,Rabi,Ranchi,Loamy,1500,Low,millet
14,18,80,36.25,48.12,6.97,135.11,Rabi,Hazaribagh,Sandy,2000,Low,wheat
2,121,103,26.61,49.97,6.98,48.36,Rabi,Ranchi,Loamy,2100,Low,chickpea
132,89,155,19.81,27.19,6.88,38.91,Kharif,Dhanbad,Sandy,2200,Medium,groundnut
32,135,70,23.88,53.7,6.98,72.06,Rabi,Dhanbad,Loamy,2100,Low,chickpea
15,37,84,29.61,55.92,7.11,120.17,Kharif,Hazaribagh,Loamy,1800,Medium,rice
37,42,125,22.72,44.0,5.98,22.26,Rabi,Hazaribagh,Loamy,1900,Low,lentil
14,65,134,35.48,59.16,4.72,116.27,Kharif,Dhanbad,Clayey,1700,High,maize
17,92,53,31.7,68.63,8.43,187.93,Kharif,Bokaro,Sandy,3500,Low,cotton
85,81,112,23.22,27.34,8.0,274.95,Rabi,Jamshedpur,Loamy,2100,Low,chickpea
0,62,182,20.76,63.67,5.46,225.68,Kharif,Bokaro,Sandy,3500,Low,cotton
52,107,52,35.65,20.47,4.54,120.21,Rabi,Hazaribagh,Sandy,1600,Medium,barley
36,79,117,19.86,61.0,7.56,32.29,Rabi,Ranchi,Sandy,2000,Low,wheat
50,77,49,20.47,38.34,5.2,257.31,Kharif,Dhanbad,Sandy,3500,Low,cotton
50,10,50,36.07,83.75,4.58,209.69,Kharif,Jamshedpur,Clayey,1700,High,maize
86,58,83,26.41,45.87,5.99,67.98,Rabi,Hazaribagh,Sandy,2000,Low,wheat
111,21,35,18.61,84.69,7.68,73.67,Rabi,Jamshedpur,Loamy,2100,Low,chickpea
81,114,167,21.11,23.23,6.96,72.95,Rabi,Hazaribagh,Loamy,1500,Low,millet
38,88,68,16.33,75.69,7.99,258.42,Zaid,Hazaribagh,Clayey,3000,High,sugarcane
53,25,205,26.77,66.45,4.76,162.41,Kharif,Hazaribagh,Sandy,2200,Medium,groundnut
127,137,123,19.47,69.87,6.6,155.32,Rabi,Jamshedpur,Loamy,1500,Low,millet
68,107,168,38.03,60.88,4.65,81.47,Kharif,Dhanbad,Sandy,2200,Medium,groundnut
60,106,60,22.65,82.21,6.79,281.94,Kharif,Bokaro,Sandy,2200,Medium,groundnut
140,26,39,33.79,40.65,6.58,84.45,Zaid,Ranchi,Clayey,3000,High,sugarcane
131,91,114,26.28,50.28,5.97,159.31,Kharif,Bokaro,Sandy,2200,Medium,groundnut
6,50,118,20.84,65.17,5.94,43.08,Rabi,Hazaribagh,Sandy,1600,Medium,barley
139,25,75,38.17,26.89,4.79,30.72,Rabi,Dhanbad,Loamy,1900,Low,lentil
50,89,69,22.57,77.09,7.23,96.85,Rabi,Hazaribagh,Loamy,1500,Low,millet
139,71,7,34.25,39.73,5.89,299.12,Kharif,Jamshedpur,Clayey,1700,High,maize
3,125,172,27.82,73.28,5.1,131.3,Rabi,Dhanbad,Loamy,2100,Low,chickpea
121,64,137,29.68,58.68,6.37,248.03,Kharif,Bokaro,Sandy,3500,Low,cotton
80,53,114,34.25,68.86,5.34,145.99,Rabi,Hazaribagh,Sandy,2000,Low,wheat
95,40,152,36.84,41.39,7.45,159.94,Kharif,Bokaro,Loamy,1800,Medium,rice
57,112,113,32.14,48.24,7.61,170.53,Rabi,Bokaro,Loamy,1500,Low,millet
5,13,40,18.84,86.68,5.82,196.36,Rabi,Hazaribagh,Loamy,2100,Low,chickpea
100,102,57,38.72,24.46,6.05,152.94,Rabi,Bokaro,Loamy,2100,Low,chickpea
115,82,28,19.29,67.24,5.21,251.41,Rabi,Hazaribagh,Loamy,2100,Low,chickpea
6,52,55,16.74,87.41,5.64,85.25,Kharif,Hazaribagh,Sandy,2200,Medium,groundnut
116,19,99,27.96,32.03,7.94,135.04,Rabi,Dhanbad,Sandy,2000,Low,wheat
33,142,112,26.96,24.81,8.32,262.4,Rabi,Dhanbad,Sandy,2000,Low,wheat
79,115,186,31.62,31.11,6.8,106.89,Kharif,Dhanbad,Sandy,3500,Low,cotton
117,75,56,15.19,29.99,4.76,131.79,Rabi,Dhanbad,Loamy,1900,Low,lentil
84,130,122,26.57,22.74,4.86,200.96,Rabi,Jamshedpur,Loamy,1900,Low,lentil
76,105,161,35.59,79.49,6.16,70.28,Rabi,Hazaribagh,Loamy,1500,Low,millet
117,103,173,19.59,59.8,6.07,284.79,Rabi,Dhanbad,Sandy,1600,Medium,barley
70,142,79,31.67,24.67,7.41,272.63,Kharif,Jamshedpur,Clayey,1700,High,maize
31,99,24,33.88,55.31,7.62,134.83,Rabi,Dhanbad,Sandy,1600,Medium,barley
53,134,16,26.55,25.12,7.28,229.93,Zaid,Jamshedpur,Clayey,3000,High,sugarcane
102,54,106,15.94,37.54,7.34,58.21,Rabi,Jamshedpur,Loamy,1500,Low,millet
118,22,26,28.71,36.96,8.3,59.27,Kharif,Bokaro,Sandy,2200,Medium,groundnut
43,9,160,17.51,40.59,6.64,129.44,Kharif,Ranchi,Clayey,1700,High,maize
69,44,117,23.95,35.17,4.64,209.01,Kharif,Dhanbad,Loamy,1800,Medium,rice
12,138,169,31.56,66.2,4.91,213.3,Kharif,Jamshedpur,Sandy,2200,Medium,groundnut
1,17,202,24.43,34.12,5.5,274.45,Kharif,Dhanbad,Loamy,1800,Medium,rice
4,112,12,39.73,43.6,5.27,207.31,Rabi,Dhanbad,Sandy,2000,Low,wheat
42,47,16,25.39,27.54,5.81,177.38,Rabi,Dhanbad,Sandy,2000,Low,wheat
53,143,106,38.47,28.46,5.36,119.84,Rabi,Dhanbad,Loamy,2100,Low,chickpea
102,85,8,24.73,52.11,4.76,248.22,Kharif,Hazaribagh,Loamy,1800,Medium,rice
11,22,60,25.28,73.73,6.5,297.33,Rabi,Hazaribagh,Loamy,1500,Low,millet
43,69,29,30.0,88.7,7.29,209.81,Rabi,Dhanbad,Loamy,2100,Low,chickpea
44,86,175,27.05,43.46,6.93,183.81,Rabi,Jamshedpur,Loamy,1500,Low,millet
59,133,155,32.62,20.93,4.58,232.5,Rabi,Ranchi,Loamy,1900,Low,lentil
60,114,198,21.09,25.56,5.05,159.64,Zaid,Dhanbad,Clayey,3000,High,sugarcane
96,57,169,15.95,84.64,6.89,284.85,Kharif,Bokaro,Clayey,1700,High,maize
71,86,169,34.67,22.77,7.67,136.17,Kharif,Bokaro,Clayey,1700,High,maize
58,89,92,21.06,57.75,8.13,206.2,Kharif,Dhanbad,Loamy,1800,Medium,rice
97,138,87,19.59,64.08,4.76,157.66,Kharif,Dhanbad,Sandy,3500,Low,cotton
36,57,37,17.29,61.48,7.82,280.91,Kharif,Dhanbad,Loamy,1800,Medium,rice
20,114,190,26.68,31.49,5.29,138.72,Rabi,Hazaribagh,Loamy,1900,Low,lentil
77,78,152,26.21,64.49,5.59,238.76,Kharif,Ranchi,Sandy,3500,Low,cotton
101,101,47,26.77,49.59,6.94,141.36,Rabi,Dhanbad,Loamy,1500,Low,millet
5,102,114,36.35,73.12,8.19,186.65,Kharif,Dhanbad,Sandy,2200,Medium,groundnut
44,70,102,26.59,51.75,6.0,189.69,Rabi,Ranchi,Loamy,1900,Low,lentil
34,125,55,18.87,33.27,4.55,160.2,Rabi,Bokaro,Loamy,1500,Low,millet
103,111,106,39.26,46.12,6.46,199.49,Kharif,Hazaribagh,Sandy,2200,Medium,groundnut
104,14,36,24.62,59.59,5.28,142.16,Rabi,Bokaro,Sandy,2000,Low,wheat
130,130,167,32.21,68.75,7.1,279.43,Rabi,Dhanbad,Loamy,1500,Low,millet
122,13,97,30.77,67.35,7.29,200.69,Kharif,Bokaro,Sandy,3500,Low,cotton
116,42,70,21.19,60.48,7.15,65.2,Rabi,Ranchi,Loamy,2100,Low,chickpea
98,106,185,29.65,83.07,6.57,72.87,Rabi,Jamshedpur,Sandy,2000,Low,wheat
109,69,182,22.56,87.74,7.13,127.18,Kharif,Bokaro,Clayey,1700,High,maize
22,32,167,29.32,75.83,7.76,95.33,Rabi,Dhanbad,Sandy,1600,Medium,barley
78,6,48,35.41,20.11,4.78,214.97,Rabi,Hazaribagh,Sandy,1600,Medium,barley
73,115,48,19.41,33.05,5.04,156.21,Rabi,Hazaribagh,Sandy,1600,Medium,barley
115,59,52,20.02,72.49,7.74,73.73,Rabi,Jamshedpur,Sandy,2000,Low,wheat
27,47,25,22.33,46.44,5.61,115.8,Kharif,Hazaribagh,Sandy,2200,Medium,groundnut
122,129,177,34.01,20.67,5.56,287.46,Kharif,Hazaribagh,Sandy,3500,Low,cotton
24,59,138,34.79,46.3,6.58,289.38,Kharif,Bokaro,Loamy,1800,Medium,rice
121,91,159,25.74,45.95,8.06,299.84,Kharif,Dhanbad,Sandy,2200,Medium,groundnut
102,101,161,16.43,44.92,5.82,48.05,Rabi,Jamshedpur,Loamy,1500,Low,millet
35,11,159,18.07,57.14,8.3,230.4,Rabi,Dhanbad,Sandy,1600,Medium,barley
115,126,136,25.33,33.16,8.44,288.11,Rabi,Bokaro,Loamy,1500,Low,millet
