N,P,K,temperature,humidity,ph,rainfall,season,district,soil_type,crop_price,water_availability,crop,fertilizer_used,soil_moisture,sunlight_hours,previous_crop
78.7,95.56,28.53,31.85,34.12,5.66,81.87,Zaid,Ranchi,Clayey,2997.51,8.62,sugarcane,Compost,69.94,9.68,rice
107.35,60.58,39.63,17.69,37.02,7.51,136.49,Kharif,Hazaribagh,Sandy,3496.74,2.51,cotton,None,43.04,5.37,barley
124.91,55.62,174.91,39.17,72.17,8.74,280.19,Rabi,Hazaribagh,Loamy,2098.52,3.36,chickpea,Urea,52.76,6.9,maize
62.66,58.04,47.2,28.19,76.12,4.28,51.78,Kharif,Bokaro,Loamy,1801.62,3.9,rice,Urea,62.26,3.74,barley
21.93,89.51,147.72,25.79,75.81,5.34,204.53,Kharif,Hazaribagh,Clayey,1703.16,2.63,maize,Urea,42.86,9.26,lentil
78.9,85.39,193.18,38.86,44.3,6.54,233.4,Kharif,Hazaribagh,Clayey,1701.83,6.2,maize,DAP,75.5,11.59,sugarcane
1.63,134.46,39.79,27.95,36.31,7.82,99.02,Rabi,Dhanbad,Loamy,2102.11,0.0,chickpea,Urea,52.27,7.2,barley
39.23,20.7,143.88,16.62,39.42,4.95,126.14,Zaid,Ranchi,Clayey,2999.84,2.94,sugarcane,Compost,48.54,3.63,lentil
1.36,12.82,198.51,22.23,34.0,6.86,271.32,Kharif,Dhanbad,Loamy,1796.52,5.64,rice,DAP,52.48,7.35,wheat
139.61,87.66,14.19,27.89,82.7,5.35,271.19,Kharif,Bokaro,Loamy,1799.09,3.41,rice,Urea,31.44,11.35,lentil
114.17,41.47,113.75,15.94,77.5,1.07,126.32,Rabi,Ranchi,Loamy,2099.48,2.36,chickpea,Urea,38.45,7.6,barley
12.18,45.2,98.99,38.2,18.78,4.01,61.36,Rabi,Hazaribagh,Loamy,1899.01,4.88,lentil,Compost,65.4,9.5,barley
117.51,119.77,175.59,28.01,78.79,5.93,244.31,Rabi,Hazaribagh,Loamy,1900.11,5.81,lentil,Organic,75.83,9.77,barley
97.52,117.53,192.28,24.28,30.74,5.61,264.99,Kharif,Bokaro,Loamy,1800.88,4.42,rice,DAP,69.97,7.12,millet
25.02,138.7,120.43,14.98,30.24,5.66,290.41,Kharif,Ranchi,Sandy,2201.71,2.4,groundnut,Organic,23.43,11.11,maize
54.35,61.47,88.79,37.16,77.6,3.25,100.13,Kharif,Dhanbad,Sandy,3499.44,4.91,cotton,Urea,71.01,8.25,groundnut
15.67,141.97,112.2,23.53,47.4,4.32,95.09,Rabi,Bokaro,Loamy,1496.19,3.2,millet,DAP,58.03,3.77,groundnut
36.42,53.1,36.48,20.43,60.84,9.62,281.66,Kharif,Dhanbad,Loamy,1799.03,5.49,rice,Organic,65.58,4.33,rice
120.01,124.9,178.02,33.45,20.96,8.07,287.23,Kharif,Hazaribagh,Sandy,3500.09,6.97,cotton,None,32.47,3.79,groundnut
67.97,26.48,202.7,40.97,49.31,8.53,253.16,Kharif,Jamshedpur,Loamy,1802.45,0.0,rice,DAP,23.27,10.31,rice
14.22,135.01,45.59,23.5,55.92,3.24,83.81,Rabi,Dhanbad,Loamy,1898.86,4.22,lentil,Compost,27.51,12.19,wheat
127.8,87.89,26.52,23.21,25.32,6.12,154.7,Rabi,Dhanbad,Sandy,1601.03,0.53,barley,Organic,48.52,3.57,wheat
0.0,129.21,191.18,16.22,53.53,7.13,177.54,Rabi,Bokaro,Loamy,2100.58,8.88,chickpea,DAP,53.21,5.64,barley
46.32,109.58,14.64,39.84,42.6,6.8,50.07,Rabi,Ranchi,Sandy,1600.09,3.06,barley,None,43.29,4.49,rice
126.21,47.47,158.35,36.81,30.47,7.93,223.43,Rabi,Hazaribagh,Sandy,2001.86,5.49,wheat,Compost,36.47,5.78,cotton
97.03,31.81,18.27,19.81,71.54,2.81,155.41,Zaid,Hazaribagh,Clayey,2998.68,3.93,sugarcane,Urea,39.65,2.09,cotton
134.07,59.52,200.39,36.57,40.31,2.86,171.07,Rabi,Jamshedpur,Loamy,2098.85,2.39,chickpea,Organic,65.34,3.68,lentil
56.06,6.3,7.28,33.18,86.93,7.78,209.28,Rabi,Dhanbad,Loamy,1499.98,2.16,millet,DAP,59.7,8.56,wheat
40.31,31.85,19.41,25.76,34.21,6.53,264.96,Rabi,Dhanbad,Loamy,1898.72,7.17,lentil,DAP,76.69,6.62,rice
41.62,100.16,144.54,21.91,69.93,9.68,177.93,Rabi,Dhanbad,Loamy,2101.02,5.91,chickpea,Urea,50.22,8.05,wheat
63.01,61.51,45.21,29.6,72.06,6.9,50.0,Kharif,Bokaro,Loamy,1798.57,7.89,rice,Urea,61.52,7.96,barley
60.84,122.17,83.88,14.1,82.83,8.02,159.19,Rabi,Hazaribagh,Loamy,2100.45,4.11,chickpea,None,23.92,7.29,lentil
135.29,10.32,166.44,26.21,37.25,5.24,140.96,Rabi,Hazaribagh,Loamy,2099.8,4.58,chickpea,DAP,53.41,6.34,lentil
15.2,124.39,151.32,15.02,22.81,9.83,248.73,Zaid,Hazaribagh,Clayey,3000.43,3.47,sugarcane,Urea,36.08,8.35,millet
103.47,85.61,141.13,13.5,72.3,5.94,263.01,Rabi,Jamshedpur,Sandy,1599.08,3.43,barley,None,76.54,8.71,wheat
40.41,11.5,109.37,36.73,59.22,6.83,46.93,Zaid,Ranchi,Clayey,2999.32,1.92,sugarcane,None,74.13,7.67,lentil
4.23,143.64,160.37,17.39,58.05,5.78,282.84,Kharif,Ranchi,Sandy,3500.19,4.17,cotton,Urea,29.89,6.09,groundnut
75.75,103.25,161.35,32.63,77.7,6.32,70.28,Rabi,Hazaribagh,Loamy,1500.4,2.42,millet,Compost,36.43,6.0,sugarcane
0.2,85.26,13.5,32.18,60.7,5.82,148.55,Rabi,Ranchi,Sandy,1999.99,4.88,wheat,Compost,72.32,7.04,sugarcane
95.63,37.44,31.47,14.32,57.06,8.67,213.84,Rabi,Dhanbad,Sandy,1603.41,4.34,barley,Urea,26.03,7.73,cotton
122.2,77.68,114.07,34.2,43.35,7.36,299.2,Rabi,Bokaro,Sandy,1998.02,4.58,wheat,Organic,75.11,12.66,groundnut
71.54,43.63,60.54,42.6,45.27,7.56,47.87,Rabi,Bokaro,Loamy,1499.87,7.35,millet,None,72.52,2.65,chickpea
72.91,105.31,196.77,27.01,50.85,6.29,108.91,Kharif,Jamshedpur,Sandy,2196.85,3.92,groundnut,Compost,27.42,8.79,groundnut
0.37,61.97,184.39,21.87,64.24,4.16,224.76,Kharif,Bokaro,Sandy,3500.74,5.51,cotton,None,25.97,5.28,rice
90.66,53.87,183.81,18.24,68.22,9.36,295.51,Rabi,Dhanbad,Loamy,2097.77,8.1,chickpea,DAP,26.91,7.31,lentil
4.34,30.48,67.65,19.36,74.61,4.0,209.48,Rabi,Dhanbad,Sandy,1999.44,6.61,wheat,None,74.39,10.46,wheat
14.65,114.17,144.78,13.63,52.84,2.83,257.25,Rabi,Bokaro,Sandy,1599.26,6.31,barley,DAP,26.79,4.53,lentil
109.98,109.6,186.07,30.98,39.83,6.79,289.34,Rabi,Dhanbad,Loamy,1500.56,3.39,millet,Organic,53.25,3.06,lentil
129.36,60.85,174.32,38.7,72.33,7.4,283.46,Rabi,Hazaribagh,Loamy,2098.89,4.46,chickpea,Urea,54.79,7.02,maize
130.96,21.9,192.72,32.22,81.03,4.59,146.58,Rabi,Bokaro,Sandy,1998.81,1.36,wheat,DAP,36.65,2.5,cotton
14.59,129.74,73.53,30.83,78.37,5.25,116.36,Kharif,Dhanbad,Loamy,1802.87,5.0,rice,Organic,70.62,5.98,wheat
21.94,66.63,86.76,30.79,84.99,6.48,219.51,Kharif,Ranchi,Sandy,2200.57,4.55,groundnut,Urea,62.95,4.56,rice
79.07,131.18,148.79,26.45,26.38,6.36,166.2,Kharif,Dhanbad,Loamy,1798.88,4.05,rice,None,27.91,7.68,rice
28.15,79.24,112.64,19.7,82.94,8.97,27.25,Kharif,Bokaro,Sandy,2199.5,6.05,groundnut,DAP,27.66,11.14,wheat
25.06,82.18,66.37,27.43,39.16,6.9,51.44,Rabi,Bokaro,Loamy,1903.29,1.58,lentil,Compost,25.32,5.39,barley
83.2,33.19,110.16,27.24,74.12,7.36,214.76,Rabi,Ranchi,Loamy,1499.53,7.27,millet,Organic,70.99,6.54,rice
94.48,53.06,181.19,18.6,67.7,6.5,297.91,Rabi,Dhanbad,Loamy,2098.62,5.8,chickpea,DAP,29.11,6.37,lentil
17.76,81.48,83.89,24.13,42.51,1.82,214.37,Zaid,Bokaro,Clayey,2998.63,3.86,sugarcane,Organic,76.72,5.1,lentil
70.06,83.7,62.54,16.24,46.95,9.54,155.47,Zaid,Ranchi,Clayey,2998.9,3.7,sugarcane,Compost,82.62,5.19,maize
129.38,75.69,14.82,18.52,56.67,5.96,42.68,Rabi,Ranchi,Loamy,2098.81,4.96,chickpea,DAP,75.58,5.42,wheat
53.77,54.39,58.72,29.33,40.21,4.47,206.05,Rabi,Dhanbad,Loamy,1497.44,7.04,millet,Compost,67.46,5.81,wheat
45.58,59.15,49.61,15.83,87.85,6.98,211.22,Rabi,Jamshedpur,Loamy,1497.75,4.2,millet,None,63.42,5.47,lentil
112.96,31.37,196.01,34.58,82.4,6.13,213.23,Rabi,Ranchi,Sandy,1998.34,4.29,wheat,None,23.13,4.56,cotton
74.26,115.72,183.75,37.86,43.31,4.29,19.77,Zaid,Hazaribagh,Clayey,3001.18,4.04,sugarcane,DAP,60.51,5.24,chickpea
68.22,25.33,30.44,33.8,26.84,9.09,151.0,Rabi,Bokaro,Sandy,1599.24,7.56,barley,Organic,24.2,8.61,millet
73.66,82.06,178.91,18.57,27.4,6.97,198.89,Rabi,Bokaro,Loamy,2099.59,3.26,chickpea,Compost,78.19,6.87,wheat
63.18,40.64,89.85,28.95,56.88,4.18,298.37,Rabi,Ranchi,Loamy,2102.54,3.94,chickpea,Compost,73.41,10.03,barley
120.07,12.94,47.01,22.84,30.21,7.17,214.73,Rabi,Ranchi,Loamy,2102.59,6.93,chickpea,DAP,73.3,3.46,millet
42.7,7.88,158.16,22.57,39.29,5.64,127.78,Kharif,Ranchi,Clayey,1699.44,4.29,maize,Compost,73.98,6.35,maize
57.13,135.96,203.87,32.93,68.08,8.61,34.52,Rabi,Jamshedpur,Sandy,1598.74,6.27,barley,Organic,21.52,6.76,maize
64.95,90.75,178.49,16.73,81.96,11.82,27.67,Rabi,Ranchi,Loamy,1498.27,2.18,millet,Urea,26.29,6.68,groundnut
37.99,17.1,78.06,37.89,35.86,4.79,89.22,Rabi,Hazaribagh,Sandy,1601.39,3.59,barley,Urea,24.47,7.51,wheat
103.59,102.06,48.22,26.83,50.31,3.61,142.73,Rabi,Dhanbad,Loamy,1499.59,6.97,millet,Compost,69.67,5.74,sugarcane
13.79,37.3,69.04,34.89,80.96,4.02,222.81,Kharif,Bokaro,Clayey,1699.23,2.65,maize,Compost,22.42,7.18,lentil
41.27,110.36,6.24,20.75,68.9,4.72,224.4,Kharif,Hazaribagh,Sandy,3498.37,3.7,cotton,None,45.95,6.46,sugarcane
40.7,146.69,74.4,22.95,30.57,6.0,274.5,Rabi,Dhanbad,Loamy,2098.46,4.51,chickpea,Urea,71.42,1.18,lentil
10.21,47.74,99.55,39.41,17.96,5.28,58.97,Rabi,Hazaribagh,Loamy,1900.64,2.02,lentil,Compost,61.92,7.44,barley
95.18,145.9,192.96,29.49,72.56,8.63,101.6,Kharif,Dhanbad,Sandy,3497.37,3.17,cotton,None,59.06,5.15,sugarcane
85.55,121.26,204.4,18.93,48.1,3.19,143.8,Zaid,Jamshedpur,Clayey,3001.99,4.23,sugarcane,Compost,56.02,4.62,cotton
41.61,105.72,29.74,19.19,86.67,2.76,39.18,Kharif,Jamshedpur,Sandy,3498.93,4.09,cotton,None,49.95,1.5,rice
104.1,108.05,154.49,15.19,92.18,7.66,147.2,Rabi,Hazaribagh,Loamy,1899.7,6.56,lentil,Organic,35.62,9.88,millet
3.42,100.35,116.46,40.04,73.42,8.46,187.6,Kharif,Dhanbad,Sandy,2197.33,7.08,groundnut,Compost,36.89,5.59,groundnut
43.99,42.63,198.33,37.85,22.44,7.46,196.89,Kharif,Jamshedpur,Sandy,3499.98,2.29,cotton,Organic,21.91,8.17,maize
29.57,138.3,47.41,39.57,37.96,2.01,250.16,Kharif,Hazaribagh,Loamy,1799.34,4.22,rice,Compost,41.55,2.79,maize
27.26,137.85,37.87,27.38,44.37,6.59,222.43,Kharif,Ranchi,Sandy,2199.9,5.35,groundnut,None,33.33,4.02,chickpea
125.54,20.63,140.8,22.41,36.52,8.23,180.53,Kharif,Dhanbad,Sandy,3502.94,7.03,cotton,Compost,30.74,5.98,chickpea
71.64,86.38,167.69,36.86,24.49,8.23,136.81,Kharif,Bokaro,Clayey,1700.36,5.44,maize,None,42.42,7.65,sugarcane
105.31,30.93,192.6,36.52,90.07,3.07,293.29,Rabi,Bokaro,Sandy,1598.41,4.58,barley,None,65.94,4.81,lentil
87.28,24.29,144.69,37.23,51.05,6.0,271.17,Rabi,Bokaro,Sandy,1598.58,5.33,barley,Organic,25.48,7.99,millet
8.99,47.96,53.23,34.24,35.5,2.0,28.64,Rabi,Ranchi,Loamy,2101.19,5.35,chickpea,None,38.96,6.44,barley
30.22,88.15,43.73,37.68,84.41,6.99,121.04,Kharif,Ranchi,Sandy,3502.6,2.14,cotton,DAP,36.82,5.59,chickpea
135.32,95.72,113.42,41.25,62.34,6.07,144.59,Kharif,Bokaro,Sandy,2200.56,4.39,groundnut,DAP,35.85,5.53,maize
56.81,61.51,64.72,29.48,50.88,3.71,152.81,Zaid,Hazaribagh,Clayey,3001.38,6.92,sugarcane,None,41.04,9.76,wheat
32.05,25.47,131.18,32.73,42.41,4.29,87.78,Rabi,Ranchi,Sandy,1601.22,3.59,barley,Organic,62.53,8.84,sugarcane
57.52,139.78,196.54,30.39,91.22,9.08,69.66,Rabi,Dhanbad,Sandy,2002.84,4.26,wheat,Urea,61.14,7.25,barley
99.38,75.97,121.04,28.99,29.43,4.5,246.12,Rabi,Bokaro,Sandy,1996.1,3.51,wheat,None,37.16,7.06,sugarcane
74.9,60.32,156.76,36.15,34.15,4.71,93.97,Kharif,Dhanbad,Sandy,2201.33,0.0,groundnut,None,35.18,1.57,groundnut
52.49,89.86,170.76,15.51,52.14,3.53,167.26,Zaid,Dhanbad,Clayey,3001.97,4.04,sugarcane,Urea,33.37,6.04,wheat
26.93,78.64,97.37,29.77,34.18,6.16,60.67,Zaid,Hazaribagh,Clayey,2997.32,4.6,sugarcane,Organic,39.75,7.16,millet
114.61,68.94,56.64,19.12,78.86,4.77,116.91,Kharif,Ranchi,Loamy,1798.23,2.98,rice,None,42.71,11.49,chickpea
23.6,66.99,153.19,18.43,73.83,1.51,183.7,Kharif,Jamshedpur,Sandy,2198.3,1.69,groundnut,Compost,61.88,5.01,millet
8.35,82.75,116.78,33.73,68.38,6.21,180.57,Rabi,Dhanbad,Loamy,1898.54,2.24,lentil,Compost,65.22,5.13,chickpea
59.31,33.3,148.34,32.65,65.01,9.62,80.79,Rabi,Hazaribagh,Sandy,1999.04,5.53,wheat,None,20.97,3.75,cotton
53.22,64.95,86.0,33.98,75.1,6.11,98.54,Kharif,Dhanbad,Sandy,3500.49,7.95,cotton,Urea,72.27,8.54,groundnut
128.87,135.26,143.04,15.87,81.41,8.15,129.42,Rabi,Bokaro,Loamy,1901.73,6.76,lentil,Organic,59.9,4.37,rice
89.07,140.05,117.34,29.91,25.78,7.95,21.35,Kharif,Jamshedpur,Loamy,1802.16,1.31,rice,Organic,45.57,9.45,cotton
105.61,20.46,173.53,35.07,65.96,7.83,54.62,Rabi,Bokaro,Loamy,1498.32,5.71,millet,DAP,30.44,7.34,lentil
82.68,54.22,9.33,36.44,37.55,4.63,59.22,Kharif,Bokaro,Loamy,1798.31,2.67,rice,Compost,61.0,7.12,groundnut
81.29,57.45,94.47,21.55,24.37,7.82,228.06,Kharif,Ranchi,Sandy,2202.63,2.84,groundnut,Compost,51.38,7.14,cotton
61.7,35.27,14.3,39.65,59.68,5.73,121.27,Kharif,Dhanbad,Clayey,1701.29,3.08,maize,Organic,39.67,4.52,maize
18.39,63.36,107.54,20.02,82.65,4.88,188.97,Rabi,Hazaribagh,Sandy,2000.17,5.41,wheat,Organic,74.47,9.16,millet
52.17,124.56,86.43,26.5,50.0,6.84,227.59,Rabi,Jamshedpur,Loamy,2100.95,5.92,chickpea,DAP,47.12,4.54,chickpea
84.4,56.86,80.2,23.92,43.48,4.12,67.25,Rabi,Hazaribagh,Sandy,1999.94,3.8,wheat,None,32.52,1.44,maize
23.18,46.75,21.96,23.23,44.41,3.46,115.37,Kharif,Hazaribagh,Sandy,2201.05,3.84,groundnut,DAP,50.54,8.46,lentil
22.21,132.87,119.9,33.8,47.87,4.3,147.63,Kharif,Ranchi,Sandy,2199.33,4.93,groundnut,Urea,33.03,6.1,barley
17.0,48.98,167.01,30.89,57.81,8.78,114.88,Zaid,Jamshedpur,Clayey,3000.54,5.14,sugarcane,Urea,57.06,6.69,lentil
83.79,57.62,164.86,27.7,88.23,6.12,227.81,Kharif,Dhanbad,Clayey,1696.98,6.35,maize,Compost,63.95,8.92,sugarcane
25.42,47.76,128.16,35.29,61.75,8.62,168.26,Rabi,Ranchi,Loamy,2098.62,1.43,chickpea,None,44.38,7.33,cotton
63.86,25.34,118.08,35.12,77.24,2.77,205.83,Kharif,Hazaribagh,Sandy,2198.65,4.04,groundnut,Urea,64.75,2.7,lentil
123.76,42.21,184.18,29.52,20.32,8.08,207.68,Rabi,Ranchi,Loamy,1899.25,1.86,lentil,None,45.53,10.67,maize
80.89,94.22,72.86,29.48,46.63,4.49,126.26,Kharif,Jamshedpur,Sandy,3498.15,3.9,cotton,DAP,22.36,5.8,barley
40.74,36.96,160.96,27.93,80.11,5.52,67.32,Rabi,Dhanbad,Loamy,2098.93,3.55,chickpea,DAP,48.57,5.5,sugarcane
101.34,35.95,31.7,16.25,57.37,6.19,209.39,Rabi,Dhanbad,Sandy,1596.97,3.91,barley,Urea,20.17,8.16,cotton
138.11,37.25,151.12,35.38,72.83,8.4,233.35,Rabi,Ranchi,Loamy,1501.1,2.4,millet,Urea,27.28,10.92,millet
16.23,138.29,39.21,25.86,67.46,4.01,162.12,Rabi,Dhanbad,Loamy,2099.83,1.03,chickpea,Compost,29.57,1.14,maize
110.36,46.86,17.22,18.11,34.25,3.73,212.7,Kharif,Hazaribagh,Clayey,1696.59,0.0,maize,Urea,62.18,4.56,sugarcane
14.65,31.01,102.65,14.01,50.02,6.69,188.18,Kharif,Hazaribagh,Sandy,2198.33,3.74,groundnut,Organic,29.47,9.67,chickpea
136.19,68.69,1.2,33.53,39.17,2.81,303.77,Kharif,Jamshedpur,Clayey,1700.67,3.14,maize,Urea,48.0,1.87,maize
64.17,24.54,121.34,33.48,81.47,6.02,204.72,Kharif,Hazaribagh,Sandy,2198.91,2.65,groundnut,Urea,66.79,6.5,lentil
114.53,133.35,95.2,14.61,81.73,6.54,66.88,Kharif,Ranchi,Sandy,2198.61,6.65,groundnut,None,35.48,6.68,wheat
59.17,78.96,133.01,21.08,59.22,2.98,98.78,Kharif,Dhanbad,Loamy,1799.85,2.28,rice,DAP,63.01,6.33,barley
65.44,130.65,79.83,36.34,44.84,3.32,291.55,Kharif,Dhanbad,Clayey,1700.69,6.83,maize,None,33.45,7.89,rice
81.02,110.65,90.52,23.69,40.28,4.56,136.28,Rabi,Jamshedpur,Loamy,1897.13,7.25,lentil,None,77.39,11.18,groundnut
14.31,101.32,27.81,17.5,65.8,6.15,70.56,Rabi,Jamshedpur,Loamy,1501.1,0.1,millet,Organic,34.92,9.79,millet
83.0,129.46,132.53,37.43,66.04,4.86,105.18,Kharif,Jamshedpur,Sandy,3498.4,4.18,cotton,None,69.56,6.34,groundnut
69.82,111.42,90.21,35.79,55.54,8.65,99.77,Rabi,Bokaro,Sandy,1999.96,3.2,wheat,DAP,60.61,8.01,barley
83.83,99.13,81.6,18.28,72.14,10.15,301.69,Rabi,Ranchi,Loamy,1499.93,0.0,millet,DAP,62.68,9.49,wheat
109.1,57.25,108.25,37.64,45.15,6.9,97.22,Kharif,Dhanbad,Sandy,2198.95,1.11,groundnut,Organic,26.58,5.98,wheat
82.9,44.7,192.29,19.24,40.93,4.96,288.76,Kharif,Bokaro,Clayey,1697.95,5.55,maize,None,31.34,4.94,groundnut
75.88,50.59,170.8,36.85,33.62,6.54,56.01,Rabi,Bokaro,Loamy,1899.43,8.04,lentil,Organic,64.51,7.73,chickpea
46.71,142.33,168.5,33.54,76.84,9.39,248.01,Kharif,Dhanbad,Sandy,2203.25,5.81,groundnut,DAP,50.8,4.63,rice
98.45,53.61,81.32,31.14,85.09,7.81,121.04,Kharif,Ranchi,Loamy,1797.28,4.65,rice,Compost,69.69,6.51,sugarcane
109.31,110.17,76.29,18.9,53.77,4.3,161.39,Rabi,Ranchi,Loamy,1503.38,3.96,millet,None,78.06,7.56,maize
26.78,65.83,119.16,33.15,89.03,4.65,164.43,Kharif,Bokaro,Clayey,1699.48,7.37,maize,None,56.97,0.0,barley
26.47,47.89,71.5,13.74,29.72,2.86,77.28,Rabi,Ranchi,Sandy,2000.07,8.3,wheat,Compost,57.86,4.99,wheat
137.33,86.0,184.28,15.25,45.86,7.71,178.74,Rabi,Jamshedpur,Loamy,1897.83,2.83,lentil,Urea,70.84,9.92,rice
35.92,4.1,161.34,26.95,81.29,4.49,134.02,Kharif,Jamshedpur,Loamy,1798.46,0.0,rice,Organic,70.77,9.09,chickpea
58.92,7.48,167.33,32.18,47.05,5.12,31.06,Rabi,Hazaribagh,Sandy,1998.99,0.0,wheat,None,31.46,9.85,lentil
62.64,127.42,192.36,30.91,54.97,3.16,243.97,Rabi,Dhanbad,Loamy,1497.91,6.64,millet,None,66.71,6.74,groundnut
106.34,125.71,34.81,25.22,82.76,6.14,216.4,Zaid,Ranchi,Clayey,2999.58,3.91,sugarcane,Urea,73.96,3.74,groundnut
108.34,46.19,109.07,29.81,79.58,6.23,281.52,Rabi,Bokaro,Loamy,1899.19,4.37,lentil,DAP,36.69,7.86,cotton
24.06,2.62,123.41,20.04,45.32,7.62,210.63,Kharif,Jamshedpur,Sandy,2203.7,0.42,groundnut,None,55.49,5.85,maize
78.78,81.07,152.21,26.7,64.14,5.63,240.07,Kharif,Ranchi,Sandy,3497.67,2.49,cotton,DAP,76.52,8.69,millet
57.52,52.24,178.37,27.93,26.24,3.53,256.09,Rabi,Jamshedpur,Sandy,1600.21,3.41,barley,None,57.53,7.88,rice
14.12,83.08,178.35,35.3,71.47,6.23,218.33,Kharif,Ranchi,Sandy,2200.5,4.42,groundnut,Compost,24.47,10.07,maize
111.78,21.09,138.88,20.98,54.07,5.36,229.25,Rabi,Bokaro,Loamy,2097.86,3.2,chickpea,Compost,53.32,5.25,barley
99.5,119.01,103.45,27.28,63.35,5.17,171.62,Rabi,Bokaro,Loamy,1501.37,1.93,millet,Compost,41.97,6.63,maize
86.33,97.46,42.84,35.46,79.5,11.43,163.09,Rabi,Ranchi,Loamy,2099.2,2.43,chickpea,Compost,75.94,7.54,rice
96.3,79.97,125.49,29.93,33.13,6.12,243.63,Rabi,Bokaro,Sandy,1995.02,6.42,wheat,None,38.93,5.66,sugarcane
89.45,12.2,65.46,31.44,35.65,5.25,81.71,Kharif,Dhanbad,Sandy,2201.32,4.49,groundnut,DAP,31.87,10.45,groundnut
35.76,141.17,95.36,24.09,61.53,8.33,50.64,Rabi,Dhanbad,Sandy,1997.77,5.22,wheat,None,28.37,6.89,sugarcane
23.46,90.59,86.54,26.97,74.65,9.92,133.71,Rabi,Ranchi,Sandy,1997.9,2.2,wheat,Organic,43.19,5.08,maize
32.81,26.17,40.0,33.66,46.22,6.03,244.94,Rabi,Hazaribagh,Sandy,1601.38,0.0,barley,Urea,58.64,8.07,barley
0.0,139.54,142.91,27.2,22.06,8.08,173.67,Kharif,Bokaro,Loamy,1799.31,2.95,rice,Compost,45.04,9.05,sugarcane
116.18,106.5,173.99,16.0,60.62,4.09,284.4,Rabi,Dhanbad,Sandy,1601.84,2.27,barley,Organic,69.66,6.53,lentil
37.83,35.08,140.67,38.69,85.36,5.7,280.18,Kharif,Jamshedpur,Clayey,1702.42,4.7,maize,None,21.84,10.16,maize
104.08,7.52,187.8,29.52,79.73,7.89,75.96,Rabi,Hazaribagh,Loamy,1898.71,10.57,lentil,Urea,26.42,11.44,wheat
3.86,136.33,203.33,35.39,72.27,5.77,286.38,Rabi,Bokaro,Loamy,1501.59,5.39,millet,DAP,40.96,3.85,groundnut
107.44,92.23,180.67,15.85,91.54,8.91,38.93,Kharif,Jamshedpur,Loamy,1798.49,9.47,rice,None,22.97,11.67,barley
26.44,73.87,200.01,29.99,89.38,7.79,234.5,Rabi,Jamshedpur,Sandy,2004.47,5.14,wheat,None,38.61,6.86,millet
22.03,39.48,85.27,15.29,38.55,5.71,215.9,Rabi,Hazaribagh,Loamy,2098.61,2.74,chickpea,Compost,53.31,8.41,sugarcane
133.33,95.51,113.05,42.26,60.49,3.49,147.5,Kharif,Bokaro,Sandy,2202.05,4.7,groundnut,DAP,31.13,2.25,maize
131.37,51.58,43.57,28.82,22.48,5.2,98.04,Kharif,Jamshedpur,Sandy,2201.69,7.56,groundnut,DAP,59.29,11.24,lentil
8.14,91.94,115.62,20.46,21.69,6.26,179.54,Rabi,Ranchi,Sandy,2000.63,7.66,wheat,Urea,36.37,6.85,sugarcane
41.84,54.65,174.06,31.47,69.75,6.35,69.66,Kharif,Hazaribagh,Sandy,2198.66,2.85,groundnut,Compost,22.43,9.15,chickpea
33.78,8.22,160.72,14.56,61.34,10.4,231.79,Rabi,Dhanbad,Sandy,1599.7,4.51,barley,Organic,21.52,4.61,lentil
89.81,101.61,112.75,20.55,35.85,2.62,296.47,Kharif,Ranchi,Clayey,1695.69,1.14,maize,DAP,75.82,8.46,chickpea
58.52,64.12,42.21,40.14,67.51,7.44,127.71,Kharif,Bokaro,Sandy,2200.45,5.65,groundnut,None,63.07,7.58,groundnut
86.23,95.9,36.11,37.11,36.6,7.55,40.85,Kharif,Dhanbad,Sandy,2200.7,7.11,groundnut,None,35.83,9.16,chickpea
33.37,97.01,179.11,17.59,44.96,4.7,145.57,Zaid,Jamshedpur,Clayey,3000.27,4.08,sugarcane,DAP,55.87,4.06,maize
48.54,9.36,48.37,38.3,82.49,5.5,207.55,Kharif,Jamshedpur,Clayey,1694.05,2.67,maize,None,79.06,11.28,cotton
142.78,48.94,183.21,34.65,25.15,7.13,282.46,Rabi,Dhanbad,Loamy,2097.47,4.72,chickpea,Urea,33.18,11.99,groundnut
100.1,44.75,9.07,24.67,43.07,7.51,87.52,Kharif,Hazaribagh,Sandy,2198.5,4.83,groundnut,Urea,64.0,4.32,lentil
116.54,67.62,194.25,25.94,64.19,5.56,27.57,Zaid,Bokaro,Clayey,3000.58,4.16,sugarcane,None,28.94,8.2,wheat
126.78,113.69,52.74,18.07,25.62,6.43,76.92,Kharif,Hazaribagh,Loamy,1800.58,4.36,rice,None,47.14,4.99,millet
58.73,32.53,88.25,21.76,35.68,3.06,76.99,Rabi,Dhanbad,Loamy,1499.66,3.65,millet,DAP,42.88,8.65,sugarcane
49.62,141.12,153.7,32.78,89.07,5.86,229.19,Rabi,Hazaribagh,Sandy,2001.27,5.99,wheat,None,67.56,10.26,cotton
64.22,32.24,70.45,33.92,64.85,5.59,179.09,Kharif,Jamshedpur,Loamy,1797.95,5.47,rice,DAP,61.55,2.39,rice
61.03,111.41,113.68,32.02,47.43,8.68,170.66,Rabi,Bokaro,Loamy,1501.22,2.03,millet,None,32.45,7.83,wheat
